"Order";"Level";"Code";"Parent";"Description";"This_item_includes";"This_item_also_includes";"Rulings";"This_item_excludes";"Reference_to_ISIC_Rev._4"
399140;4;"52.29";"52.2";"Other transportation support activities ";"This class includes:
- forwarding of freight
- arranging or organising of transport operations by rail, road, sea or air
- organisation of group and individual consignments (including pickup and delivery of goods and grouping of consignments)
- issue and procurement of transport documents and waybills
- activities of customs agents
- activities of sea-freight forwarders and air-cargo agents
- brokerage for ship and aircraft space
- goods-handling operations, e.g. temporary crating for the sole purpose of protecting the goods during transit, uncrating, sampling, weighing of goods";"";"";"This class excludes:
- courier activities, see 53.20
- provision of motor, marine, aviation and transport insurance, see 65.12
- activities of travel agencies, see 79.11
- activities of tour operators, see 79.12
- tourist assistance activities, see 79.90";"5229"
399141;2;"53";"H";"Postal and courier activities";"This division includes postal and courier activities, such as pickup, transport and delivery of letters and parcels under various arrangements.";"Local delivery and messenger services are also included.";"";"";"53"
399142;3;"53.1";"53";"Postal activities under universal service obligation";"";"";"";"";"531"
399143;4;"53.10";"53.1";"Postal activities under universal service obligation";"This class includes the activities of postal services operating under a universal service obligation by one or more designated universal service providers. The activities include use of the universal service infrastructure, including retail locations, sorting and processing facilities, and carrier routes to pickup and deliver the mail. The delivery can include letter-post, i.e. letters, postcards, printed papers (newspaper, periodicals, advertising items, etc.), small packets, goods or documents. Also included are other services necessary to support the universal service obligation.

This class includes:
- pickup, sorting, transport and delivery (domestic or international) of letter-post and (mail-type) parcels and packages by postal services operating under a universal service obligation. One or more modes of transport may be involved and the activity may be carried out with either self-owned (private) transport or via public transport.
- collection of letter-mail and parcels from public letter-boxes or from post offices";"";"";"This class excludes:
- postal giro, postal savings activities and money order activities, see 64.19";"5310"
399144;3;"53.2";"53";"Other postal and courier activities";"";"";"";"";"532"
399145;4;"53.20";"53.2";"Other postal and courier activities";"This class includes:
- pickup, sorting, transport and delivery (domestic or international) of letter-post and (mail-type) parcels and packages by firms operating outside the scope of a universal service obligation. One or more modes of transport may be involved and the activity may be carried out with either self-owned (private) transport or via public transport.";"This class also includes:
- home delivery services";"";"This class excludes:
- transport of freight, see (according to mode of transport) 49.20, 49.41, 50.20, 50.40, 51.21, 51.22";"5320"
399146;1;"I";"";"ACCOMMODATION AND FOOD SERVICE ACTIVITIES";"This section includes the provision of short-stay accommodation for visitors and other travellers and the provision of complete meals and drinks fit for immediate consumption. The amount and type of supplementary services provided within this section can vary widely.";"";"";"This section excludes the provision of long-term accommodation as primary residences, which is classified in real estate activities (section L). Also excluded is the preparation of food or drinks that are either not fit for immediate consumption or that are sold through independent distribution channels, i.e. through wholesale or retail trade activities. The preparation of these foods is classified in manufacturing (section C).";"I"
399147;2;"55";"I";"Accommodation";"This division includes the provision of short-stay accommodation for visitors and other travellers.";"Also included is the provision of longer term accommodation for students, workers and similar individuals. Some units may provide only accommodation while others provide a combination of accommodation, meals and/or recreational facilities.";"";"This division excludes activities related to the provision of long-term primary residences in facilities such as apartments typically leased on a monthly or annual basis classified in real estate (section L).";"55"
399148;3;"55.1";"55";"Hotels and similar accommodation";"";"";"";"";"551"
399149;4;"55.10";"55.1";"Hotels and similar accommodation";"This class includes the provision of accommodation, typically on a daily or weekly basis, principally for short stays by visitors. This includes the provision of furnished accommodation in guest rooms and suites. Services include daily cleaning and bed-making. A range of additional services may be provided such as food and beverage services, parking, laundry services, swimming pools and exercise rooms, recreational facilities as well as conference and convention facilities.

This class includes accommodation provided by:
- hotels
- resort hotels 
- suite/apartment hotels
- motels";"";"- Bed and breakfast units, with daily room cleaning and bed making";"This class excludes:
- provision of homes and furnished or unfurnished flats or apartments for more permanent use, typically on a monthly or annual basis, see division 68";"5510"
399150;3;"55.2";"55";"Holiday and other short-stay accommodation";"";"";"";"";"551"
399151;4;"55.20";"55.2";"Holiday and other short-stay accommodation";"This class includes the provision of accommodation, typically on a daily or weekly basis, principally for short stays by visitors, in self-contained space consisting of complete furnished rooms or areas for living/dining and sleeping, with cooking facilities or fully equipped kitchens. This may take the form of apartments or flats in small free-standing multi-storey buildings or clusters of buildings, or single storey bungalows, chalets, cottages and cabins. Very minimal complementary services, if any, are provided. 

This class includes accommodation provided by:
- children's and other holiday homes
- visitor flats and bungalows
- cottages and cabins without housekeeping services
- youth hostels and mountain refuges";"";"- Hotels with self-service, without daily room cleaning and bed making
- Bed and breakfast units, without daily room cleaning and bed making";"This class excludes:
- provision of furnished short-stay accommodation with daily cleaning, bed-making, food and beverage services, see 55.10
- provision of homes and furnished or unfurnished flats or apartments for more permanent use, typically on a monthly or annual basis, see division 68";"5510"
399152;3;"55.3";"55";"Camping grounds, recreational vehicle parks and trailer parks";"";"";"";"";"552"
399153;4;"55.30";"55.3";"Camping grounds, recreational vehicle parks and trailer parks";"This class includes:
- provision of accommodation in campgrounds, trailer parks, recreational camps and fishing and hunting camps for short stay visitors
- provision of space and facilities for recreational vehicles";"This class also includes accommodation provided by:
- protective shelters or plain bivouac facilities for placing tents and/or sleeping bags";"";"This class excludes:
- mountain refuge, cabins and hostels, see 55.20";"5520"
